checkpoint_id,download_url,task,model_size,A* variant
maze-sweep-rep-det-large-115,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-115.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-116,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-116.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-117,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-117.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-118,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-118.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-119,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-119.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-12,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-12.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-13,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-13.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-14,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-14.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-15,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-15.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-16,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-16.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-17,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-17.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-18,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-18.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-19,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-19.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-2,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-2.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-20,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-20.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-21,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-21.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-22,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-22.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-23,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-23.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-24,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-24.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-25,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-25.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-26,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-26.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-27,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-27.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-28,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-28.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-29,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-29.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-3,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-3.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-30,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-30.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-31,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-31.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-32,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-32.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-33,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-33.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-34,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-34.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-35,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-35.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-36,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-36.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-37,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-37.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-38,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-38.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-39,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-39.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-4,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-4.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-40,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-40.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-41,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-41.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-42,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-42.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-43,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-43.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-44,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-44.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-45,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-45.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-46,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-46.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-47,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-47.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-48,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-48.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-49,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-49.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-5,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-5.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-50,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-50.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-51,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-51.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-52,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-52.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-53,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-53.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-54,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-54.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-55,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-55.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-56,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-56.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-57,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-57.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-58,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-58.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-59,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-59.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-6,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-6.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-60,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-60.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-61,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-61.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-62,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-62.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-63,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-63.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-64,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-64.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-65,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-65.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-66,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-66.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-67,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-67.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-68,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-68.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-69,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-69.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-7,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-7.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-70,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-70.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-71,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-71.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-72,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-72.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-73,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-73.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-74,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-74.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-75,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-75.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-76,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-76.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-77,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-77.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-78,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-78.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-79,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-79.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-8,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-8.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-80,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-80.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-81,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-81.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-82,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-82.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-83,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-83.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-84,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-84.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-85,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-85.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-86,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-86.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-87,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-87.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-88,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-88.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-89,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-89.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-9,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-9.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-90,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-90.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-91,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-91.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-92,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-92.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-93,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-93.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-94,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-94.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-95,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-95.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-96,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-96.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-97,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-97.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-98,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-98.ckpt,maze,large,deterministic
maze-sweep-rep-det-large-99,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-large-99.ckpt,maze,large,deterministic
maze-sweep-rep-det-medium-0,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-0.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-1,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-1.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-10,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-10.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-100,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-100.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-101,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-101.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-102,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-102.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-103,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-103.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-104,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-104.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-105,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-105.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-106,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-106.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-107,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-107.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-108,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-108.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-109,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-109.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-11,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-11.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-110,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-110.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-111,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-111.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-112,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-112.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-113,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-113.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-114,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-114.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-115,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-115.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-116,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-116.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-117,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-117.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-118,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-118.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-119,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-119.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-12,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-12.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-13,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-13.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-14,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-14.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-15,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-15.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-16,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-16.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-17,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-17.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-18,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-18.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-19,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-19.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-2,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-2.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-20,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-20.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-21,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-21.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-22,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-22.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-23,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-23.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-24,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-24.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-25,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-25.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-26,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-26.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-27,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-27.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-28,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-28.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-29,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-29.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-3,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-3.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-30,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-30.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-31,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-31.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-32,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-32.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-33,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-33.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-34,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-34.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-35,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-35.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-36,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-36.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-37,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-37.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-38,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-38.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-39,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-39.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-4,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-4.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-40,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-40.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-41,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-41.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-42,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-42.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-43,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-43.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-44,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-44.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-45,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-45.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-46,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-46.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-47,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-47.ckpt,maze,medium,deterministic
