checkpoint_id,download_url,task,model_size,A* variant
maze-sweep-rep-det-medium-48,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-48.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-49,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-49.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-5,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-5.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-50,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-50.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-51,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-51.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-52,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-52.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-53,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-53.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-54,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-54.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-55,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-55.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-56,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-56.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-57,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-57.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-58,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-58.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-59,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-59.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-6,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-6.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-60,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-60.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-61,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-61.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-62,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-62.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-63,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-63.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-64,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-64.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-65,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-65.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-66,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-66.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-67,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-67.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-68,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-68.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-69,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-69.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-7,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-7.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-70,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-70.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-71,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-71.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-72,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-72.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-73,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-73.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-74,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-74.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-75,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-75.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-76,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-76.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-77,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-77.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-78,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-78.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-79,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-79.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-8,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-8.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-80,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-80.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-81,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-81.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-82,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-82.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-83,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-83.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-84,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-84.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-85,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-85.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-86,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-86.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-87,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-87.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-88,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-88.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-89,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-89.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-9,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-9.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-90,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-90.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-91,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-91.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-92,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-92.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-93,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-93.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-94,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-94.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-95,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-95.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-96,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-96.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-97,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-97.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-98,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-98.ckpt,maze,medium,deterministic
maze-sweep-rep-det-medium-99,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-medium-99.ckpt,maze,medium,deterministic
maze-sweep-rep-det-small-0,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-0.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-1,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-1.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-10,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-10.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-100,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-100.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-101,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-101.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-102,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-102.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-103,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-103.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-104,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-104.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-105,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-105.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-106,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-106.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-107,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-107.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-108,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-108.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-109,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-109.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-11,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-11.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-110,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-110.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-111,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-111.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-112,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-112.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-113,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-113.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-114,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-114.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-115,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-115.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-116,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-116.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-117,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-117.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-118,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-118.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-119,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-119.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-12,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-12.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-13,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-13.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-14,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-14.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-15,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-15.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-16,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-16.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-17,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-17.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-18,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-18.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-19,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-19.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-2,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-2.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-20,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-20.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-21,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-21.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-22,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-22.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-23,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-23.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-24,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-24.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-25,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-25.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-26,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-26.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-27,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-27.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-28,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-28.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-29,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-29.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-3,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-3.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-30,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-30.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-31,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-31.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-32,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-32.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-33,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-33.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-34,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-34.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-35,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-35.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-36,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-36.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-37,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-37.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-38,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-38.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-39,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-39.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-4,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-4.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-40,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-40.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-41,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-41.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-42,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-42.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-43,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-43.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-44,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-44.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-45,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-45.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-46,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-46.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-47,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-47.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-48,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-48.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-49,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-49.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-5,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-5.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-50,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-50.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-51,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-51.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-52,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-52.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-53,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-53.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-54,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-54.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-55,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-55.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-56,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-56.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-57,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-57.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-58,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-58.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-59,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-59.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-6,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-6.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-60,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-60.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-61,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-61.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-62,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-62.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-63,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-63.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-64,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-64.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-65,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-65.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-66,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-66.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-67,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-67.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-68,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-68.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-69,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-69.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-7,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-7.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-70,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-70.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-71,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-71.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-72,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-72.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-73,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-73.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-74,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-74.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-75,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-75.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-76,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-76.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-77,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-77.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-78,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-78.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-79,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-79.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-8,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-8.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-80,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-80.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-81,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-81.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-82,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-82.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-83,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-83.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-84,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-84.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-85,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-85.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-86,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-86.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-87,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-87.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-88,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-88.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-89,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-89.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-9,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-9.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-90,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-90.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-91,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-91.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-92,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-92.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-93,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-93.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-94,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-94.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-95,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-95.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-96,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-96.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-97,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-97.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-98,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-98.ckpt,maze,small,deterministic
maze-sweep-rep-det-small-99,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-det-small-99.ckpt,maze,small,deterministic
maze-sweep-rep-nondet-large-0,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-0.ckpt,maze,large,nondeterministic
maze-sweep-rep-nondet-large-1,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-1.ckpt,maze,large,nondeterministic
maze-sweep-rep-nondet-large-10,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-10.ckpt,maze,large,nondeterministic
maze-sweep-rep-nondet-large-100,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-100.ckpt,maze,large,nondeterministic
maze-sweep-rep-nondet-large-101,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-101.ckpt,maze,large,nondeterministic
maze-sweep-rep-nondet-large-102,https://dl.fbaipublicfiles.com/searchformer/ckptDB/maze-sweep-rep-nondet-large-102.ckpt,maze,large,nondeterministic
